Timestamp,Location,SSID,Channel,Security,RSSI,Band,Status
2025-03-06 12:18:12,OUT,ALMAWIFI,132,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,ALMAWIFI,44,WPA2 Enterprise,-81 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,ALMAWIFI,100,WPA2 Enterprise,-85 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,ALMAWIFI,6,WPA2 Enterprise,-69 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,ALMAWIFI,52,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,DIRECT-1DaCuEB8F56C8GOZm,11,WPA2 Personal,-77 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,DIRECT-1Gp0tEB28CC07GOfD,1,WPA2 Personal,-84 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,DIRECT-SSID-907074,132,None,-86 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,FASTWEB-CAFE,6,WPA2 Personal,-77 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,Ospiti-TIM-90879136,112,WPA2 Personal,-90 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,Ospiti-TIM-90879136,8,WPA2 Personal,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,PosteMobile-77364291,2,WPA2 Personal,-88 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,SKYWIFI_FGYW9,13,WPA2 Personal,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,SKYWIFI_FRA,13,WPA2 Personal,-92 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,SoundBarSetup_4E3A,1,None,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,TIM-57442435,11,WPA2 Personal,-74 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,TIM-57442435,112,WPA2 Personal,-91 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,TIM-90879136,8,WPA2 Personal,-85 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,TIM-90879136,112,WPA2 Personal,-91 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,TP-Link_7F6B,3,WPA/WPA2 Personal,-81 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,TP-Link_7F6B_5G,36,WPA2/WPA3 Personal,-91 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,Telecom-57119018,1,WPA/WPA2 Personal,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,Vodafone-C01830104,10,WPA2 Personal,-84 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,Vodafone-C85450465,12,WPA2 Personal,-88 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,eduroam,6,WPA2 Enterprise,-69 dBm,2.4GHz,crowded
2025-03-06 12:18:12,OUT,eduroam,52,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,eduroam,100,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,eduroam,44,WPA2 Enterprise,-85 dBm,5GHz,crowded
2025-03-06 12:18:12,OUT,eduroam,132,WPA2 Enterprise,-84 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,ALMAWIFI,132,WPA2 Enterprise,-87 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,ALMAWIFI,100,WPA2 Enterprise,-85 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,ALMAWIFI,44,WPA2 Enterprise,-81 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,ALMAWIFI,6,WPA2 Enterprise,-72 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,ALMAWIFI,52,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,DIRECT-1DaCuEB8F56C8GOZm,11,WPA2 Personal,-77 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,DIRECT-1Gp0tEB28CC07GOfD,1,WPA2 Personal,-76 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,DIRECT-1HJ4vEB53FE19GOVE,1,WPA2 Personal,-78 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,DIRECT-SSID-907074,132,None,-86 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,FASTWEB-CAFE,6,WPA2 Personal,-77 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,Ospiti-TIM-90879136,112,WPA2 Personal,-88 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,Ospiti-TIM-90879136,8,WPA2 Personal,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,SKYWIFI_FGYW9,13,WPA2 Personal,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,SKYWIFI_FRA,13,WPA2 Personal,-92 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,SoundBarSetup_4E3A,1,None,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,TIM-57442435,11,WPA2 Personal,-74 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,TIM-57442435,112,WPA2 Personal,-92 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,TIM-90879136,8,WPA2 Personal,-85 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,TIM-90879136,112,WPA2 Personal,-87 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,TP-Link_7F6B,3,WPA/WPA2 Personal,-79 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,TP-Link_7F6B_5G,36,WPA2/WPA3 Personal,-89 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,Telecom-57119018,1,WPA/WPA2 Personal,-86 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,Vodafone-C01830104,10,WPA2 Personal,-84 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,Vodafone-C85450465,12,WPA2 Personal,-88 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,eduroam,100,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,eduroam,6,WPA2 Enterprise,-72 dBm,2.4GHz,crowded
2025-03-06 12:18:15,OUT,eduroam,44,WPA2 Enterprise,-82 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,eduroam,132,WPA2 Enterprise,-84 dBm,5GHz,crowded
2025-03-06 12:18:15,OUT,eduroam,52,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:18,OUT,ALMAWIFI,132,WPA2 Enterprise,-87 dBm,5GHz,crowded
2025-03-06 12:18:18,OUT,ALMAWIFI,44,WPA2 Enterprise,-82 dBm,5GHz,crowded
2025-03-06 12:18:18,OUT,ALMAWIFI,100,WPA2 Enterprise,-86 dBm,5GHz,crowded
2025-03-06 12:18:18,OUT,ALMAWIFI,52,WPA2 Enterprise,-81 dBm,5GHz,crowded
2025-03-06 12:18:18,OUT,ALMAWIFI,11,WPA2 Enterprise,-71 dBm,2.4GHz,crowded
2025-03-06 12:18:18,OUT,DIRECT-1DaCuEB8F56C8GOZm,11,WPA2 Personal,-73 dBm,2.4GHz,crowded
2025-03-06 12:18:18,OUT,DIRECT-1Gp0tEB28CC07GOfD,1,WPA2 Personal,-79 dBm,2.4GHz,crowded
2025-03-06 12:18:18,OUT,DIRECT-1HJ4vEB53FE19GOVE,1,WPA2 Personal,-78 dBm,2.4GHz,crowded
2025-03-06 12:18:18,OUT,DIRECT-SSID-907074,132,None,-86 dBm,5GHz,crowded
2025-03-06 12:18:18,OUT,FASTWEB-CAFE,9,WPA/WPA2 Personal,-87 dBm,2.4GHz,crowded
