Timestamp,Location,SSID,Channel,Security,RSSI,Band,Status
2025-03-06 13:36:21,E1,ALMAWIFI,44,WPA2 Enterprise,-47 dBm,5GHz,empty
2025-03-06 13:36:21,E1,ALMAWIFI,11,WPA2 Enterprise,-47 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,ALMAWIFI,100,WPA2 Enterprise,-76 dBm,5GHz,empty
2025-03-06 13:36:21,E1,ALMAWIFI,52,WPA2 Enterprise,-75 dBm,5GHz,empty
2025-03-06 13:36:21,E1,ALMAWIFI,132,WPA2 Enterprise,-52 dBm,5GHz,empty
2025-03-06 13:36:21,E1,AULEUNIBO,1,None,-88 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,BatWlan,6,WPA/WPA2 Personal,-88 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,DIRECT-1DaCuEB8F56C8GOZm,11,WPA2 Personal,-71 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,SSTI,9,WPA/WPA2 Personal,-90 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,TIM-45424657,112,WPA2 Personal,-92 dBm,5GHz,empty
2025-03-06 13:36:21,E1,TIM-45424657,11,WPA2 Personal,-84 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,WebCube-ED37,8,WPA2 Personal,-92 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,eduroam,132,WPA2 Enterprise,-52 dBm,5GHz,empty
2025-03-06 13:36:21,E1,eduroam,64,WPA2 Enterprise,-82 dBm,5GHz,empty
2025-03-06 13:36:21,E1,eduroam,11,WPA2 Enterprise,-47 dBm,2.4GHz,empty
2025-03-06 13:36:21,E1,eduroam,52,WPA2 Enterprise,-75 dBm,5GHz,empty
2025-03-06 13:36:21,E1,eduroam,44,WPA2 Enterprise,-45 dBm,5GHz,empty
2025-03-06 13:36:25,E1,ALMAWIFI,11,WPA2 Enterprise,-51 dBm,2.4GHz,empty
2025-03-06 13:36:25,E1,ALMAWIFI,44,WPA2 Enterprise,-45 dBm,5GHz,empty
2025-03-06 13:36:25,E1,ALMAWIFI,52,WPA2 Enterprise,-76 dBm,5GHz,empty
2025-03-06 13:36:25,E1,ALMAWIFI,100,WPA2 Enterprise,-77 dBm,5GHz,empty
2025-03-06 13:36:25,E1,ALMAWIFI,132,WPA2 Enterprise,-52 dBm,5GHz,empty
2025-03-06 13:36:25,E1,AULEUNIBO,1,None,-88 dBm,2.4GHz,empty
2025-03-06 13:36:25,E1,BatWlan,6,WPA/WPA2 Personal,-89 dBm,2.4GHz,empty
